timestamp,level,server_name,client_ip,http_method,endpoint,http_status,response_time_ms,user_agent,message
2025-01-15 09:24:30,INFO,web-server-01,192.168.1.65,DELETE,/api/users,200,40,PostmanRuntime/7.0.0,DELETE request to /api/users completed with status 200
2025-01-15 09:25:00,INFO,web-server-01,192.168.1.81,DELETE,/api/orders,200,52,Firefox/121.0,DELETE request to /api/orders completed with status 200
2025-01-15 09:25:30,INFO,db-server-01,192.168.1.26,POST,/api/search,200,63,Firefox/121.0,POST request to /api/search completed with status 200
2025-01-15 09:26:00,DEBUG,web-server-01,192.168.1.20,POST,/api/payment,200,71,Firefox/121.0,POST request to /api/payment completed with status 200
2025-01-15 09:26:30,INFO,web-server-01,192.168.1.125,PUT,/api/products,200,66,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,PUT request to /api/products completed with status 200
2025-01-15 09:27:00,WARNING,db-server-01,192.168.1.182,DELETE,/api/orders,401,115,PostmanRuntime/7.0.0,DELETE request to /api/orders completed with status 401
2025-01-15 09:27:30,INFO,db-server-01,192.168.1.231,GET,/api/payment,200,140,PostmanRuntime/7.0.0,GET request to /api/payment completed with status 200
2025-01-15 09:28:00,INFO,web-server-01,192.168.1.41,POST,/api/orders,200,17,Firefox/121.0,POST request to /api/orders completed with status 200
2025-01-15 09:28:30,INFO,web-server-01,192.168.1.170,DELETE,/api/payment,200,64,Firefox/121.0,DELETE request to /api/payment completed with status 200
2025-01-15 09:29:00,DEBUG,web-server-01,192.168.1.216,PUT,/api/users,200,25,Firefox/121.0,PUT request to /api/users completed with status 200
2025-01-15 09:29:30,INFO,app-server-01,192.168.1.141,POST,/api/products,200,15,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/products completed with status 200
2025-01-15 09:30:00,INFO,web-server-01,192.168.1.69,DELETE,/api/reports,200,79,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/reports completed with status 200
2025-01-15 09:30:30,INFO,app-server-01,192.168.1.141,DELETE,/api/health,200,77,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/health completed with status 200
2025-01-15 09:31:00,INFO,app-server-01,192.168.1.16,DELETE,/api/orders,200,46,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/orders completed with status 200
2025-01-15 09:31:30,WARNING,app-server-01,192.168.1.210,GET,/api/search,404,20,PostmanRuntime/7.0.0,GET request to /api/search completed with status 404
2025-01-15 09:32:00,INFO,db-server-01,192.168.1.200,POST,/api/login,200,63,PostmanRuntime/7.0.0,POST request to /api/login completed with status 200
2025-01-15 09:32:30,INFO,db-server-01,192.168.1.80,POST,/api/payment,200,111,PostmanRuntime/7.0.0,POST request to /api/payment completed with status 200
2025-01-15 09:33:00,INFO,db-server-01,192.168.1.161,DELETE,/api/health,200,60,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/health completed with status 200
2025-01-15 09:33:30,INFO,web-server-01,192.168.1.224,GET,/api/health,200,40,Firefox/121.0,GET request to /api/health completed with status 200
2025-01-15 09:34:00,INFO,web-server-01,192.168.1.32,POST,/api/orders,200,38,Chrome/120.0.0.0 Safari/537.36,POST request to /api/orders completed with status 200
2025-01-15 09:34:30,INFO,web-server-01,192.168.1.76,GET,/api/orders,200,31,Firefox/121.0,GET request to /api/orders completed with status 200
2025-01-15 09:35:00,DEBUG,app-server-01,192.168.1.183,PUT,/api/orders,200,50,Chrome/120.0.0.0 Safari/537.36,PUT request to /api/orders completed with status 200
2025-01-15 09:35:30,WARNING,app-server-01,192.168.1.111,POST,/api/search,401,50,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/search completed with status 401
2025-01-15 09:36:00,INFO,web-server-01,192.168.1.117,DELETE,/api/products,200,41,PostmanRuntime/7.0.0,DELETE request to /api/products completed with status 200
2025-01-15 09:36:30,INFO,web-server-01,192.168.1.92,PUT,/api/products,200,11,Firefox/121.0,PUT request to /api/products completed with status 200
2025-01-15 09:37:00,DEBUG,web-server-01,192.168.1.244,DELETE,/api/users,200,38,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/users completed with status 200
2025-01-15 09:37:30,INFO,web-server-01,192.168.1.61,PUT,/api/orders,200,46,PostmanRuntime/7.0.0,PUT request to /api/orders completed with status 200
2025-01-15 09:38:00,INFO,db-server-01,192.168.1.180,POST,/api/health,200,149,Chrome/120.0.0.0 Safari/537.36,POST request to /api/health completed with status 200
2025-01-15 09:38:30,INFO,app-server-01,192.168.1.202,POST,/api/products,200,47,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/products completed with status 200
2025-01-15 09:39:00,INFO,web-server-01,192.168.1.231,DELETE,/api/reports,200,53,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/reports completed with status 200
2025-01-15 09:39:30,DEBUG,db-server-01,192.168.1.162,GET,/api/products,200,68,Chrome/120.0.0.0 Safari/537.36,GET request to /api/products completed with status 200
